Subsystem,Component,Sub-Component,Potential Failure Mode,Potential Effect(s) of Failure,Severity,Potential Cause(s) of Failure,Occurrence,Current Controls,Detection,RPN,Recommended Action
Hydraulic System,Fittings,Fittings,Wearing,"Loss of hyrdaulic fluid, reduced function of hydraulic system, Fire",2,Physical impacts,3,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,12,
Hydraulic System,Fittings,Fittings,Leaking,"Loss of hyrdaulic fluid, reduced function of hydraulic system, Fire",2,"Incorrect installation, loosening with time, missing washer",3,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,12,
Hydraulic System,Pumps,Fittings,Mechanical failure,"Reduced hydraulic pressure,",1,"Physical impact,General wear and tear, failure of safety relief valves, increased vibration",3,Investigated upon component failure.,2,6,Collect failure information and and record replacement intervals.
Hydraulic System,Pumps,Fittings,Leaking,"Reduced hydraulic Pressure, Loss of function of components, Fire",2,"Incorrect instalation, General wear and tear,",3,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,12,Collect failure information and and record replacement intervals.
Hydraulic System,Pumps,Fittings,Wearing,"Reduced Hydraulic pressure, loss of hydraulic fluid possible fire hazard",4,"Physical impact, loose mounting",2,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,16,Collect failure information and and record replacement intervals.
Hydraulic System,Valves,Fittings,Mechanical failure,"Overcharging of system, reduced functionality and control over hydraulic system,",4,Physical impact and General wear and tear,3,Investigated upon component failure.,2,24,Collect failure information and and record replacement intervals.
Hydraulic System,Valves,Fittings,Leaking,"loss of control of system, loss of hydraulic fluid, possible fire hazard",3,"General wear and tear, incorrect installation",3,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,18,Collect failure information and and record replacement intervals.
Hydraulic System,Valves,Fittings,Wearing,"loss of control of system, loss of hydraulic fluid, possible fire hazard",4,"Physical impact, loose mounting point",2,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,16,Collect failure information and and record replacement intervals.
Hydraulic System,Accumulators,Fittings,Leaking,"Overloading of hydraulic system, Increased system vibrations",3,"Physical impact and General wear and tear, failure to correctly charge accumulator",3,Pressure testing For Scheduling of Corrective Maintenance,2,18,Collect failure information and and record replacement intervals.
Hydraulic System,Accumulators,Fittings,Mechanical failure,"No dampening in system, may cause severe damage to other components",3,"General wear and tear leading to loss of charge, incorrect instalation",3,Pressure testing For Scheduling of Corrective Maintenance,2,18,Collect failure information and and record replacement intervals.
Hydraulic System,Accumulators,Fittings,Wearing,"No dampening in system, may cause severe damage to other components",3,Physical impact incorrect/loose mounting,2,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,12,Collect failure information and and record replacement intervals.
Hydraulic System,Tank,Fittings,Leaking,"loss of hydraulic oil, eventually causing loss of system hydraulic pressure, enviromental contamination",3,General wear and tear,2,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,12,Inspect oil tank breather for blockages on 125 hour service. Clean breather at 1000 hour service.
Hydraulic System,Tank,Fittings,Wearing,"Possible contamination of oil, loss of hydraulic oil, eventually causing loss of system hydraulic pressure, enviromental contamination",4,Physical impact,2,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,16,
Hydraulic System,Filters,Fittings,Blockage,increased Back pressure and loss of system performance,4,"contaminated oil, broken component part, incorrect instalation",2,"Visual inspection of filter element on dailys,oil sampled and filters replaced every 500hrs, hydraulic oil replaced every 500 hrs",2,16,Inspect filter indicator at 125 hour service.
Hydraulic System,Filters,Fittings,Leaking,"loss of control of system, loss of hydraulic fluid, possible fire hazard",3,"Incorrect instalation damage to filter head, filter as become loose",2,"Visual inspection of filter element on dailys,oil sampled and filters replaced every 500hrs, hydraulic oil replaced every 500 hrs",2,12,
Hydraulic System,Filters,Fittings,Wearing,"increased  contamination, possible loss of hydraulic fluid and fire hazard",4,Physical impact,2,"Visual inspection of filter element on dailys,oil sampled and filters replaced every 500hrs, hydraulic oil replaced every 500 hrs",2,16,Replace filter at 500 hour service.
Hydraulic System,Actuators,Fittings,Mechanical failure,Acctuator does not achive desired effect,4,2,2,Investigated upon component failure.,2,16,
Hydraulic System,Actuators,Fittings,Leaking,"loss of control of system, loss of hydraulic fluid, possible fire hazard",3,"General wear and tear, incorrect installation,",3,Visual inspection for scheduling of preventative maintenance. Hydraulic SOS every 500 hours.,2,18,
Hydraulic System,Actuators,Fittings,Wearing,"Loss of control of system, possible loss of hydraulic fluid and fire",4,Physical impact,2,Investigated upon component failure.,2,16,
Electrical System,Wiring Harness,Wiring,Snapped wires,"Loss of function of one or more components, engine shutdown ( may initially present as intermittent fault). Exposure to heat/rubbing on components.",2,May be caused by broken mounting points or insufficient cable flex to allow adequate range of movement,2,Visual imspection on PM services,3,12,Check upbox and dropbox wiring harnesses conditions on 500 hour service.
Electrical System,Wiring Harness,Plugs,Corrosion (Green Death),"Loss of function of one or more components, engine shutdown May present as intermittent fault",2,Electrical components become corroded with exposure to contaminates over time making terminal connections ineffective and the wire brittle with higher possibility of physical damage occurring,2,Visual imspection on PM services,3,12,Add sealant to connections and plugs.
Electrical System,Wiring Harness,Fuses & Wires,Overloading,"Blown Fuses, Loss of function of one or more components, engine shutdown",2,"Loading components beyond their rated capacity may lead to partial or catastrophic failure, there is also the potential for multiple component failure",3,Visual imspection on PM services,3,18,
Electrical System,Actuators,Fuses & Wires,Mechanical failure,Actuator does not function,3,"General wear and tear, incorrect installation",3,Investigated upon component failure.,3,27,
Electrical System,Actuators,Fuses & Wires,Corrosion (Green Death),Actuator does not function,3,"exposure of terminals,plugs and wire to corrosive enviroment",3,Visual imspection on PM services,2,18,Add sealant to connections and plugs.
Electrical System,Actuators,Fuses & Wires,Wearing,Actuator does not function,3,"Physical impact, incorrect mounting",2,Investigated upon component failure.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Actuators,Fuses & Wires,Overloading,Actuator overloaded damaging component or blows a fuse,3,Shorting of connections incorrect rating of fuse installed,2,Investigated upon component failure.,3,18,Collect failure information and and record replacement intervals.
Electrical System,Component Box,Fuses,Overloading,"Blown Fuses, Loss of function of one or more components, engine shutdown",3,"Loading components beyond their rated capacity may lead to partial or catastrophic failure, there is also the potential for multiple component failure",2,Investigated upon component failure.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Component Box,Circuit Breakers,Overloading,"Circuit Breaker Tripped, loss of function or engine shutdown",3,"Loading components beyond their rated capacity may lead to partial or catastrophic failure, there is also the potential for multiple component failure",2,Investigated upon component failure.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Charging and Ignition,Ignition switch,Wearing,Machine will not start or run correctly,3,"loose wires physical damage to wires or ignition barrel,",2,Investigated upon component failure.,2,12,
Electrical System,Charging and Ignition,Ignition switch,Overloading,Machine will not start or run correctly,3,Shorting of connections incorrect rating of fuse installed,2,Investigated upon component failure.,3,18,
Electrical System,Charging and Ignition,Ignition switch,Corrosion,Machine will not start or run correctly,3,Electrical components become corroded with exposure to contaminates over time making terminal connections ineffective and the wire brittle with higher possibility of physical damage occurring,2,Investigated upon component failure.,3,18,
Electrical System,Charging and Ignition,Alternator,Corrosion,batteries will not charge,3,"exposure to contaminates,  removal of lead protection",3,Investigated upon component failure.,3,27,Check harnesses for corrosion; add sealant to connection at 1000 hour service. Inspect for optimsal replcement interval.
Electrical System,Charging and Ignition,Alternator,Physical damage,batteries will not charge,3,"incorrect installation, General wear and tear on rotating components,",3,Investigated upon component failure.,3,27,
Electrical System,Charging and Ignition,Alternator,Overloading,batteries will not charge,3,"using the isolation switch to turn off the machine alternators operated on open circuit with the field winding energized. High voltages will result, causing possible rectifier failure",3,Investigated upon component failure.,3,27,
Electrical System,Charging and Ignition,Starter Motor,Corrosion,Machine will not start,3,"Exposure to contaminates,  removal of lead protection",3,Investigated upon component failure.,3,27,Check wiring for corrosion; add sealant to connections at 1000 hour service.
Electrical System,Charging and Ignition,Starter Motor,Wearing,Machine will not start,3,"incorrect installation, General wear and tear on rotating components,",3,Investigated upon component failure.,3,27,Inspect for optimsal replcement interval.
Electrical System,Charging and Ignition,Starter Motor,Overloading,Machine will not start,3,"shorting of wires wrong gauge fuse installed,",3,Investigated upon component failure.,3,27,
Electrical System,Charging and Ignition,Batteries,Corrosion,"Machine functions poorly under electrical load, batteries go flat quickly, machine is difficult to start",2,exposure of wiring and terminals to corrosive contaminants,3,Checked at 125hr service interval,3,18,Add sealant to connections and plugs.
Electrical System,Charging and Ignition,Batteries,Wearing,"Machine functions poorly under electrical load, batteries go flat quickly, machine is difficult to start, Possible leaking of",2,"Incorrect instalation, failure of battery restraints, impact on batery",2,Checked at 125hr service interval,2,8,Inspect battery cables for wearing during 125 hour service.
Electrical System,Charging and Ignition,Batteries,End of usable life,"Machine functions poorly under electrical load, batteries go flat quickly, machine is difficult to start",2,"Poor battery maintenance, overcharging undercharging , poor connections to battery",3,Checked at 125hr service interval,2,12,Fill with distilled water during 125 hour service.
Electrical System,Charging and Ignition,Battery Isolation Switch,"Physical Failure of switch,","Machine can not be isolated, or de-isolated",4,"Physical damage to the mechanism, corrosion, incorrect installation",2,tested every time the machine is isolated,2,16,
Electrical System,Charging and Ignition,Battery Isolation Switch,Overloading,isolation may not function,4,isolation point may short and therefore  not isolate the machine.,2,,2,16,
Electrical System,Cabin Controls,Wiper switch,Physical failure of switch,wipers may be non functioning of always on,2,"Physical damage to the mechanism, corrosion, incorrect installation",3,Investigated upon component failure.,2,12,
Electrical System,Cabin Controls,Wiper motor,Mechanical failure,Wiper will not function,2,"Wiper linkage becomes detached,",2,Investigated upon component failure.,2,8,
Electrical System,Cabin Controls,Wiper motor,Overloading,"Wiper does not function, damage to motor coil or fuse",2,"shorting of connections,or incorrect gauge fuse installed",2,,2,8,
Electrical System,Cabin Controls,Wiper motor,Corrosion,"Wiper does not function, damage to motor coil and wires",2,Contaminants cause the motor coil and connections to become corroded.,2,,2,8,
Electrical System,Cabin Controls,Horn,Mechanical Failure,Horn does not sound or may be stuck on,2,physical damage to switch or horn,2,Investigated upon component failure.,2,8,
Electrical System,Cabin Controls,Horn,Corrosion,Horn does not sound,2,"Corrosion of wiring , loss of power,",2,,2,8,
Electrical System,Cabin Controls,Horn,Overloading,Horn does not sound,2,"shorting of connections,or incorrect gauge fuse installed",2,,2,8,
Electrical System,Vehicle Driving Lights,Horn,"Overloading,",Lights inoperable,2,"Incorrect rated fuse or light, shorting of wires",2,Tested Daily,2,8,
Electrical System,Vehicle Driving Lights,Horn,Wearing,Lights inoperable,2,Lights or wiring physically damaged,2,Tested Daily,2,8,
Electrical System,Vehicle Driving Lights,Horn,Corrosion,"lights inoperable, may function at reduced power",2,contamination of conections and wiring causes corrosion,2,Tested Daily,2,8,
Electrical System,Air-conditioning,Compressor,Mechanical Failure,"Airconditioning inoperable,",2,"Compressor may be physically damaged, collapsed bearing, slipping belt, or have interal failings",3,Checked every 250hr service otherwise Investigated upon component failure.,3,18,
Electrical System,Air-conditioning,Compressor,Leaks,"Airconditioning looses gas and becomes inoperable, function will deterioat over time",2,incorrectly installed or damaged fittings,3,Checked every 250hr service otherwise Investigated upon component failure.,3,18,
Electrical System,Air-conditioning,Compressor,Corrosion,compressor wont run,2,corrosion of terminals and wiring prevents electrica clutch from engaging.,3,Checked every 250hr service otherwise Investigated upon component failure.,3,18,
Electrical System,Air-conditioning,Condenser,Leaking,"Air-conditioning inoperable,",2,"incorrect installation, loose or incorrect fittings, damage to the case by impact may lead to leaks",3,Checked every 250hr service otherwise Investigated upon component failure.,3,18,
Electrical System,Air-conditioning,Evaporator,Leaking,"Airconditioning inoperable,",2,"incorrect installation, loose or incorrect fittings",3,Checked every 250hr service otherwise Investigated upon component failure.,3,18,
Electrical System,Air-conditioning,Evaporator,Wearing,"Airconditioning inoperable,",2,damage to the case by impact may lead to leaks,3,Checked every 250hr service otherwise Investigated upon component failure.,2,12,Inspect for optimsal replcement interval.
Electrical System,Air-conditioning,Fan,Mechhanical Failue,"Airconditioning inoperable,",2,"Vibrations, broken fan blades, corrosion of terminals",2,Checked every 250hr service otherwise Investigated upon component failure.,2,8,
Electrical System,Air-conditioning,Fan,Corrosion,"Airconditioning inoperable,",2,contamination of conections and wiring causes corrosion,2,Checked every 250hr service otherwise Investigated upon component failure.,3,12,
Electrical System,Air-conditioning,Fan,Overloading,"Airconditioning inoperable,",2,Incorrect rated fuse or shorting of wires,2,Checked every 250hr service otherwise Investigated upon component failure.,3,12,
Electrical System,Air-conditioning,Filter,Blocked,"Poor air quality, or reduced air flow",2,"Dusty environment, physical damage of air filter component, incorrect installation",3,Changed  at 500hr service interval.,3,18,Clean air filter during 125 hour service.
Electrical System,Air-conditioning,Filter Housing,Wearing,"Poor air quality, or reduced air flow",2,impact on fiter housing,2,,2,8,
Electrical System,Air-conditioning,Vents,Wearing,Lack of control of air flow in cab,2,Incorrect use or installation,3,,1,6,
Electrical System,Programmable Logic Controller (PLC),Monitor dump box position,Corrosion,Warning light displayed,3,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",3,"Inspected every 250hr service, otherwise investigated upon component failure.",3,27,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Monitor dump box position,Wearing,Warning light displayed,3,incorrect instalation or [hysical impact to the module may cause damage,2,"Inspected every 250hr service, otherwise investigated upon component failure.",2,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Monitor dump box position,Overloading,"Warning light displayed, possible damage to PLC",3,Shorting of wires or surges to the PLC may cause serious damage,2,"Inspected every 250hr service, otherwise investigated upon component failure.",3,18,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Alarms and lights,Corrosion,Alarms and lights inoperable,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",3,Checked daily.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Alarms and lights,Wearing,Alarms and lights inoperable,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",3,Checked daily.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Alarms and lights,Overloading,Possible dmagae to components and PLC,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked daily.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Reverse Alarm,Corrosion,Reverse Alarm inoperable,2,"Damaged alarm or wiring, terminal corrosion, incorrect installation",3,Checked daily.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Reverse Alarm,Wearing,Reverse Alarm inoperable,2,"damage to the alarm by impact, or loose mounting",3,Checked daily.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Reverse Alarm,Overloading,Possible dmagae to components and PLC,2,shorting of wires or incorrect gauge fuse installed,2,Checked daily.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Release or set the parking brake,Corrosion,Parking brake locked on,3,Damage to wiring or actuator,2,Checked daily.,3,18,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Release or set the parking brake,Overloading,unable to set/ disengage park brake,3,shorting of wires may prevent the parking brake from being iperated effficiently,2,Checked daily.,3,18,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Park Brake Switch,Corrosion,unable to set/ disengage park brake,3,"Damage to wiring, or switch",2,Checked daily.,3,18,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Park Brake Switch,Physical damage,unable to set/ disengage park brake,3,"incorrect installation of the switch, or Physical impact to the switch",2,Checked daily.,2,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Park Brake Switch,Overloading,unable to set/ disengage park brake,3,shorting of wires,2,Checked daily.,3,18,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Dash,Corrosion,Dash Display may not function correctly or show faults,2,"Damage to wiring, or lamps,",2,Checked every 125hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Dash,Physical damage,Dash Display may not function correctly or show faults,2,impact breaking bulbs,2,Checked every 125hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Dash,Overloading,Dash Display may not function correctly or show faults lamps or fuses blown,2,Shorting of wires or use of incorrect gauge fuses.,2,Checked every 125hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Gears Sensor,Corrosion,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Gears Sensor,Physical damage,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Gears Sensor,Overloading,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Transmission Sensor,Corrosion,Engine shutdown or reduced gear selection,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Transmission Sensor,Physical damage,Engine shutdown or reduced gear selection,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Programmable Logic Controller (PLC),Transmission Sensor,Overloading,Engine shutdown or reduced gear selection,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Engine Speed Sensor,Corrosion,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Engine Speed Sensor,Physical damage,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Engine Speed Sensor,Overloading,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),System Sensors,Corrosion,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),System Sensors,Physical damage,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),System Sensors,Overloading,Warning light displayed,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Diagnostic Interfaces,Corrosion,Unable to collect diagnostic information,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Diagnostic Interfaces,Physical damage,Unable to collect diagnostic information,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Diagnostic Interfaces,Overloading,Unable to collect diagnostic information,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Communication Links,Corrosion,"Engine will not run, or will run poorly",2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Communication Links,Physical damage,"Engine will not run, or will run poorly",2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Engine Electronic Control Module (ECM),Communication Links,Overloading,"Engine will not run, or will run poorly",2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked every 500hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Temperature Gauge,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Temperature Gauge,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Temperature Gauge,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Level Gauge,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Level Gauge,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Coolant Level Gauge,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Oil Pressure Gauge,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Oil Pressure Gauge,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine Oil Pressure Gauge,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine ECM data,Corrosion,Unable to collect diagnostic information or program new data,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine ECM data,Physical damage,Unable to collect diagnostic information or program new data,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked evry 125 hr service interval.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Engine ECM data,Overloading,Unable to collect diagnostic information or program new data,2,"Physical damage to PLC module or connectors, corrosion of wires or incorrect configuration",2,Checked evry 125 hr service interval.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Cameras,Corrosion,Reduced ability to successfully move machinery safely,2,"physical damage to camera or wiring, corrosion of terminals",2,Checked daily,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Cameras,Wearing,Reduced ability to successfully move machinery safely,2,"physical damage to camera or wiring, corrosion of terminals",2,Checked daily,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Gauges,Corrosion,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Gauges,Physical damage,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval,1,4,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Gauges,Overloading,False readings may be displayed,2,"Exposure to contaminates, physical damage to gauge or grounding / crossing of cables to give false reading",2,Checked evry 125 hr service interval,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Accumulator Pressure,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Accumulator Pressure,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Accumulator Pressure,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Pressure,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Pressure,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Pressure,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sensor,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sensor,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sensor,Overloading,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sender,Corrosion,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,3,12,Collect failure information and and record replacement intervals.
Electrical System,Data Collection Unit (DCU),Transmission Temperature Sender,Physical damage,False readings may be collected potentially allowing further damage to occur,2,"Exposure to contaminates, physical damage to sensor, grounding or crossing of cables to give false reading",2,Investigated upon component failure.,2,8,Collect failure information and and record replacement intervals.
